# # x, density, velocity, pressure at 0.198 See https://github.com/kofujii1812/PythonCFD/blob/main/chapter6-2-ShockTubeProblem-FDS.ipynb
2.600000000000000089e-01 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.700000000000000178e-01 9.768240476377043624e-01 2.767996384997725712e-02 9.677047652784174225e-01
2.800000000000000266e-01 9.427493760351680629e-01 6.934663051664213818e-02 9.207776202228961093e-01
2.899999999999999800e-01 9.096323134966980417e-01 1.110132971833067972e-01 8.758147026164891935e-01
2.999999999999999889e-01 8.774525327552501475e-01 1.526799638499716782e-01 8.327470150498861301e-01
3.099999999999999978e-01 8.461899962603721681e-01 1.943466305166365593e-01 7.915075128344857269e-01
3.200000000000000067e-01 8.158249540987216886e-01 2.360132971833014126e-01 7.520310622571371173e-01
3.300000000000000155e-01 7.863379419145859472e-01 2.776799638499663492e-01 7.142543994341267188e-01
3.400000000000000244e-01 7.577097788304000270e-01 3.193466305166312580e-01 6.781160897600746473e-01
3.500000000000000333e-01 7.299215653672681547e-01 3.610132971832961113e-01 6.435564879474154898e-01
3.599999999999999867e-01 7.029546813654797832e-01 4.026799638499607426e-01 6.105176986521183569e-01
3.699999999999999956e-01 6.767907839050308905e-01 4.443466305166256514e-01 5.789435376813296674e-01
3.800000000000000044e-01 6.514118052261425040e-01 4.860132971832906157e-01 5.487794937785942517e-01
3.900000000000000133e-01 6.267999506497797801e-01 5.276799638499554135e-01 5.199726909823286780e-01
4.000000000000000222e-01 6.029376964981711939e-01 5.693466305166202668e-01 4.924718515532114926e-01
4.100000000000000311e-01 5.798077880153273966e-01 6.110132971832851201e-01 4.662272594661605041e-01
4.199999999999999845e-01 5.573932372875619601e-01 6.526799638499498624e-01 4.411907244625650759e-01
4.299999999999999933e-01 5.356773211640076804e-01 6.943466305166147157e-01 4.173155466584346773e-01
4.400000000000000022e-01 5.146435791771382107e-01 7.360132971832795690e-01 3.945564817041436467e-01
4.500000000000000111e-01 4.942758114632856969e-01 7.776799638499444223e-01 3.728697064914275328e-01
4.600000000000000200e-01 4.745580766831606900e-01 8.193466305166093866e-01 3.522127854033066385e-01
4.700000000000000289e-01 4.554746899423716688e-01 8.610132971832742399e-01 3.325446371026025694e-01
4.799999999999999822e-01 4.370102207119428983e-01 9.026799638499388712e-01 3.138255018547116415e-01
4.899999999999999911e-01 4.191494907488343968e-01 9.443466305166038355e-01 2.960169093803102780e-01
5.000000000000000000e-01 4.077586420047980553e-01 9.716677234645573202e-01 2.848160400390608582e-01
5.100000000000000089e-01 4.077586420047980553e-01 9.716677234645573202e-01 2.848160400390608582e-01
5.200000000000000178e-01 4.077586420047980553e-01 9.716677234645573202e-01 2.848160400390608582e-01
5.300000000000000266e-01 4.077586420047980553e-01 9.716677234645573202e-01 2.848160400390608582e-01
5.400000000000000355e-01 4.077586420047980553e-01 9.716677234645573202e-01 2.848160400390608582e-01
5.500000000000000444e-01 4.077586420047980553e-01 9.716677234645573202e-01 2.848160400390608582e-01
5.600000000000000533e-01 4.077586420047980553e-01 9.716677234645573202e-01 2.848160400390608582e-01
5.700000000000000622e-01 4.077586420047980553e-01 9.716677234645573202e-01 2.848160400390608582e-01
5.799999999999999600e-01 4.077586420047980553e-01 9.716677234645573202e-01 2.848160400390608582e-01
5.899999999999999689e-01 4.077586420047980553e-01 9.716677234645573202e-01 2.848160400390608582e-01
5.999999999999999778e-01 4.077586420047980553e-01 9.716677234645573202e-01 2.848160400390608582e-01
6.099999999999999867e-01 4.077586420047980553e-01 9.716677234645573202e-01 2.848160400390608582e-01
6.199999999999999956e-01 4.077586420047980553e-01 9.716677234645573202e-01 2.848160400390608582e-01
6.300000000000000044e-01 4.077586420047980553e-01 9.716677234645573202e-01 2.848160400390608582e-01
6.400000000000000133e-01 4.077586420047980553e-01 9.716677234645573202e-01 2.848160400390608582e-01
6.500000000000000222e-01 4.077586420047980553e-01 9.716677234645573202e-01 2.848160400390608582e-01
6.600000000000000311e-01 4.077586420047980553e-01 9.716677234645573202e-01 2.848160400390608582e-01
6.700000000000000400e-01 4.077586420047980553e-01 9.716677234645573202e-01 2.848160400390608582e-01
6.800000000000000488e-01 4.077586420047980553e-01 9.716677234645573202e-01 2.848160400390608582e-01
6.900000000000000577e-01 4.077586420047980553e-01 9.716677234645573202e-01 2.848160400390608582e-01
7.000000000000000666e-01 2.044375506748849214e-01 9.716678532336359142e-01 2.848160400390608027e-01
7.099999999999999645e-01 2.044375506748849214e-01 9.716678532336359142e-01 2.848160400390608027e-01
7.199999999999999734e-01 2.044375506748849214e-01 9.716678532336359142e-01 2.848160400390608027e-01
7.299999999999999822e-01 2.044375506748849214e-01 9.716678532336359142e-01 2.848160400390608027e-01
7.399999999999999911e-01 2.044375506748849214e-01 9.716678532336359142e-01 2.848160400390608027e-01
7.500000000000000000e-01 2.044375506748849214e-01 9.716678532336359142e-01 2.848160400390608027e-01
7.600000000000000089e-01 2.044375506748849214e-01 9.716678532336359142e-01 2.848160400390608027e-01
7.700000000000000178e-01 2.044375506748849214e-01 9.716678532336359142e-01 2.848160400390608027e-01
7.800000000000000266e-01 2.044375506748849214e-01 9.716678532336359142e-01 2.848160400390608027e-01
7.900000000000000355e-01 2.044375506748849214e-01 9.716678532336359142e-01 2.848160400390608027e-01
8.000000000000000444e-01 2.044375506748849214e-01 9.716678532336359142e-01 2.848160400390608027e-01
8.100000000000000533e-01 2.044375506748849214e-01 9.716678532336359142e-01 2.848160400390608027e-01
8.200000000000000622e-01 2.044375506748849214e-01 9.716678532336359142e-01 2.848160400390608027e-01
8.300000000000000711e-01 2.044375506748849214e-01 9.716678532336359142e-01 2.848160400390608027e-01
8.399999999999999689e-01 2.044375506748849214e-01 9.716678532336359142e-01 2.848160400390608027e-01
8.499999999999999778e-01 2.044375506748849214e-01 9.716678532336359142e-01 2.848160400390608027e-01
8.599999999999999867e-01 2.044375506748849214e-01 9.716678532336359142e-01 2.848160400390608027e-01
8.699999999999999956e-01 2.044375506748849214e-01 9.716678532336359142e-01 2.848160400390608027e-01
8.800000000000000044e-01 2.044375506748849214e-01 9.716678532336359142e-01 2.848160400390608027e-01
8.900000000000000133e-01 1.000000000000000056e-01 0.000000000000000000e+00 1.000000000000000056e-01
9.000000000000000222e-01 1.000000000000000056e-01 0.000000000000000000e+00 1.000000000000000056e-01
9.100000000000000311e-01 1.000000000000000056e-01 0.000000000000000000e+00 1.000000000000000056e-01
9.200000000000000400e-01 1.000000000000000056e-01 0.000000000000000000e+00 1.000000000000000056e-01
9.300000000000000488e-01 1.000000000000000056e-01 0.000000000000000000e+00 1.000000000000000056e-01
9.400000000000000577e-01 1.000000000000000056e-01 0.000000000000000000e+00 1.000000000000000056e-01
9.500000000000000666e-01 1.000000000000000056e-01 0.000000000000000000e+00 1.000000000000000056e-01
9.599999999999999645e-01 1.000000000000000056e-01 0.000000000000000000e+00 1.000000000000000056e-01
9.699999999999999734e-01 1.000000000000000056e-01 0.000000000000000000e+00 1.000000000000000056e-01
9.799999999999999822e-01 1.000000000000000056e-01 0.000000000000000000e+00 1.000000000000000056e-01
9.899999999999999911e-01 1.000000000000000056e-01 0.000000000000000000e+00 1.000000000000000056e-01
1.000000000000000000e+00 1.000000000000000056e-01 0.000000000000000000e+00 1.000000000000000056e-01
